data%,buying,maint,doors,persons,lug_boots,safety,class
data,low,high,2,2,med,med,unacc
data,low,high,2,2,med,high,unacc
data,low,high,2,2,big,low,unacc
data,low,high,2,2,big,med,unacc
data,low,high,2,2,big,high,unacc
data,low,high,2,4,small,low,unacc
data,low,high,2,4,small,med,acc
data,low,high,2,4,small,high,acc
data,low,high,2,4,med,low,unacc
data,low,high,2,4,med,med,acc
data,low,high,2,4,med,high,acc
data,low,high,2,4,big,low,unacc
data,low,high,2,4,big,med,acc
data,low,high,2,4,big,high,vgood
data,low,high,2,more,small,low,unacc
data,low,high,2,more,small,med,unacc
data,low,high,2,more,small,high,unacc
data,low,high,2,more,med,low,unacc
data,low,high,2,more,med,med,acc
data,low,high,2,more,med,high,acc
data,low,high,2,more,big,low,unacc
data,low,high,2,more,big,med,acc
data,low,high,2,more,big,high,vgood
data,low,high,3,2,small,low,unacc
data,low,high,3,2,small,med,unacc
data,low,high,3,2,small,high,unacc
data,low,high,3,2,med,low,unacc
data,low,high,3,2,med,med,unacc
data,low,high,3,2,med,high,unacc
data,low,high,3,2,big,low,unacc
data,low,high,3,2,big,med,unacc
data,low,high,3,2,big,high,unacc
data,low,high,3,4,small,low,unacc
data,low,high,3,4,small,med,acc
data,low,high,3,4,small,high,acc
data,low,high,3,4,med,low,unacc
data,low,high,3,4,med,med,acc
data,low,high,3,4,med,high,acc
data,low,high,3,4,big,low,unacc
data,low,high,3,4,big,med,acc
data,low,high,3,4,big,high,vgood
data,low,high,3,more,small,low,unacc
data,low,high,3,more,small,med,acc
data,low,high,3,more,small,high,acc
data,low,high,3,more,med,low,unacc
data,low,high,3,more,med,med,acc
data,low,high,3,more,med,high,vgood
data,low,high,3,more,big,low,unacc
data,low,high,3,more,big,med,acc
data,low,high,3,more,big,high,vgood
data,low,high,4,2,small,low,unacc
data,low,high,4,2,small,med,unacc
data,low,high,4,2,small,high,unacc
data,low,high,4,2,med,low,unacc
data,low,high,4,2,med,med,unacc
data,low,high,4,2,med,high,unacc
data,low,high,4,2,big,low,unacc
data,low,high,4,2,big,med,unacc
data,low,high,4,2,big,high,unacc
data,low,high,4,4,small,low,unacc
data,low,high,4,4,small,med,acc
data,low,high,4,4,small,high,acc
data,low,high,4,4,med,low,unacc
data,low,high,4,4,med,med,acc
data,low,high,4,4,med,high,vgood
data,low,high,4,4,big,low,unacc
data,low,high,4,4,big,med,acc
data,low,high,4,4,big,high,vgood
data,low,high,4,more,small,low,unacc
data,low,high,4,more,small,med,acc
data,low,high,4,more,small,high,acc
data,low,high,4,more,med,low,unacc
data,low,high,4,more,med,med,acc
data,low,high,4,more,med,high,vgood
data,low,high,4,more,big,low,unacc
data,low,high,4,more,big,med,acc
data,low,high,4,more,big,high,vgood
data,low,high,5more,2,small,low,unacc
data,low,high,5more,2,small,med,unacc
data,low,high,5more,2,small,high,unacc
data,low,high,5more,2,med,low,unacc
data,low,high,5more,2,med,med,unacc
data,low,high,5more,2,med,high,unacc
data,low,high,5more,2,big,low,unacc
data,low,high,5more,2,big,med,unacc
data,low,high,5more,2,big,high,unacc
data,low,high,5more,4,small,low,unacc
data,low,high,5more,4,small,med,acc
data,low,high,5more,4,small,high,acc
data,low,high,5more,4,med,low,unacc
data,low,high,5more,4,med,med,acc
data,low,high,5more,4,med,high,vgood
data,low,high,5more,4,big,low,unacc
data,low,high,5more,4,big,med,acc
data,low,high,5more,4,big,high,vgood
data,low,high,5more,more,small,low,unacc
data,low,high,5more,more,small,med,acc
data,low,high,5more,more,small,high,acc
data,low,high,5more,more,med,low,unacc
data,low,high,5more,more,med,med,acc
data,low,high,5more,more,med,high,vgood
data,low,high,5more,more,big,low,unacc
data,low,high,5more,more,big,med,acc
data,low,high,5more,more,big,high,vgood
data,low,med,2,2,small,low,unacc
data,low,med,2,2,small,med,unacc
data,low,med,2,2,small,high,unacc
data,low,med,2,2,med,low,unacc
data,low,med,2,2,med,med,unacc
data,low,med,2,2,med,high,unacc
data,low,med,2,2,big,low,unacc
data,low,med,2,2,big,med,unacc
data,low,med,2,2,big,high,unacc
data,low,med,2,4,small,low,unacc
data,low,med,2,4,small,med,acc
data,low,med,2,4,small,high,good
data,low,med,2,4,med,low,unacc
data,low,med,2,4,med,med,acc
data,low,med,2,4,med,high,good
data,low,med,2,4,big,low,unacc
data,low,med,2,4,big,med,good
data,low,med,2,4,big,high,vgood
data,low,med,2,more,small,low,unacc
data,low,med,2,more,small,med,unacc
data,low,med,2,more,small,high,unacc
data,low,med,2,more,med,low,unacc
data,low,med,2,more,med,med,acc
data,low,med,2,more,med,high,good
data,low,med,2,more,big,low,unacc
data,low,med,2,more,big,med,good
data,low,med,2,more,big,high,vgood
data,low,med,3,2,small,low,unacc
data,low,med,3,2,small,med,unacc
data,low,med,3,2,small,high,unacc
data,low,med,3,2,med,low,unacc
data,low,med,3,2,med,med,unacc
data,low,med,3,2,med,high,unacc
data,low,med,3,2,big,low,unacc
data,low,med,3,2,big,med,unacc
data,low,med,3,2,big,high,unacc
data,low,med,3,4,small,low,unacc
data,low,med,3,4,small,med,acc
data,low,med,3,4,small,high,good
data,low,med,3,4,med,low,unacc
data,low,med,3,4,med,med,acc
data,low,med,3,4,med,high,good
data,low,med,3,4,big,low,unacc
data,low,med,3,4,big,med,good
data,low,med,3,4,big,high,vgood
data,low,med,3,more,small,low,unacc
data,low,med,3,more,small,med,acc
data,low,med,3,more,small,high,good
data,low,med,3,more,med,low,unacc
data,low,med,3,more,med,med,good
data,low,med,3,more,med,high,vgood
data,low,med,3,more,big,low,unacc
data,low,med,3,more,big,med,good
data,low,med,3,more,big,high,vgood
data,low,med,4,2,small,low,unacc
data,low,med,4,2,small,med,unacc
data,low,med,4,2,small,high,unacc
data,low,med,4,2,med,low,unacc
data,low,med,4,2,med,med,unacc
data,low,med,4,2,med,high,unacc
data,low,med,4,2,big,low,unacc
data,low,med,4,2,big,med,unacc
data,low,med,4,2,big,high,unacc
data,low,med,4,4,small,low,unacc
data,low,med,4,4,small,med,acc
data,low,med,4,4,small,high,good
data,low,med,4,4,med,low,unacc
data,low,med,4,4,med,med,good
data,low,med,4,4,med,high,vgood
data,low,med,4,4,big,low,unacc
data,low,med,4,4,big,med,good
data,low,med,4,4,big,high,vgood
data,low,med,4,more,small,low,unacc
data,low,med,4,more,small,med,acc
data,low,med,4,more,small,high,good
data,low,med,4,more,med,low,unacc
data,low,med,4,more,med,med,good
data,low,med,4,more,med,high,vgood
data,low,med,4,more,big,low,unacc
data,low,med,4,more,big,med,good
data,low,med,4,more,big,high,vgood
data,low,med,5more,2,small,low,unacc
data,low,med,5more,2,small,med,unacc
data,low,med,5more,2,small,high,unacc
data,low,med,5more,2,med,low,unacc
data,low,med,5more,2,med,med,unacc
data,low,med,5more,2,med,high,unacc
data,low,med,5more,2,big,low,unacc
data,low,med,5more,2,big,med,unacc
data,low,med,5more,2,big,high,unacc
data,low,med,5more,4,small,low,unacc
data,low,med,5more,4,small,med,acc
data,low,med,5more,4,small,high,good
data,low,med,5more,4,med,low,unacc
data,low,med,5more,4,med,med,good
data,low,med,5more,4,med,high,vgood
data,low,med,5more,4,big,low,unacc
data,low,med,5more,4,big,med,good
data,low,med,5more,4,big,high,vgood
data,low,med,5more,more,small,low,unacc
data,low,med,5more,more,small,med,acc
data,low,med,5more,more,small,high,good
data,low,med,5more,more,med,low,unacc
data,low,med,5more,more,med,med,good
data,low,med,5more,more,med,high,vgood
data,low,med,5more,more,big,low,unacc
data,low,med,5more,more,big,med,good
data,low,med,5more,more,big,high,vgood
data,low,low,2,2,small,low,unacc
data,low,low,2,2,small,med,unacc
data,low,low,2,2,small,high,unacc
data,low,low,2,2,med,low,unacc
data,low,low,2,2,med,med,unacc
data,low,low,2,2,med,high,unacc
data,low,low,2,2,big,low,unacc
data,low,low,2,2,big,med,unacc
data,low,low,2,2,big,high,unacc
data,low,low,2,4,small,low,unacc
data,low,low,2,4,small,med,acc
data,low,low,2,4,small,high,good
data,low,low,2,4,med,low,unacc
data,low,low,2,4,med,med,acc
data,low,low,2,4,med,high,good
data,low,low,2,4,big,low,unacc
data,low,low,2,4,big,med,good
data,low,low,2,4,big,high,vgood
data,low,low,2,more,small,low,unacc
data,low,low,2,more,small,med,unacc
data,low,low,2,more,small,high,unacc
data,low,low,2,more,med,low,unacc
data,low,low,2,more,med,med,acc
data,low,low,2,more,med,high,good
data,low,low,2,more,big,low,unacc
data,low,low,2,more,big,med,good
data,low,low,2,more,big,high,vgood
data,low,low,3,2,small,low,unacc
data,low,low,3,2,small,med,unacc
data,low,low,3,2,small,high,unacc
data,low,low,3,2,med,low,unacc
data,low,low,3,2,med,med,unacc
data,low,low,3,2,med,high,unacc
data,low,low,3,2,big,low,unacc
data,low,low,3,2,big,med,unacc
data,low,low,3,2,big,high,unacc
data,low,low,3,4,small,low,unacc
data,low,low,3,4,small,med,acc
data,low,low,3,4,small,high,good
data,low,low,3,4,med,low,unacc
data,low,low,3,4,med,med,acc
data,low,low,3,4,med,high,good
data,low,low,3,4,big,low,unacc
data,low,low,3,4,big,med,good
data,low,low,3,4,big,high,vgood
data,low,low,3,more,small,low,unacc
data,low,low,3,more,small,med,acc
data,low,low,3,more,small,high,good
data,low,low,3,more,med,low,unacc
data,low,low,3,more,med,med,good
data,low,low,3,more,med,high,vgood
data,low,low,3,more,big,low,unacc
data,low,low,3,more,big,med,good
data,low,low,3,more,big,high,vgood
data,low,low,4,2,small,low,unacc
data,low,low,4,2,small,med,unacc
data,low,low,4,2,small,high,unacc
data,low,low,4,2,med,low,unacc
data,low,low,4,2,med,med,unacc
data,low,low,4,2,med,high,unacc
data,low,low,4,2,big,low,unacc
data,low,low,4,2,big,med,unacc
data,low,low,4,2,big,high,unacc
data,low,low,4,4,small,low,unacc
data,low,low,4,4,small,med,acc
data,low,low,4,4,small,high,good
data,low,low,4,4,med,low,unacc
data,low,low,4,4,med,med,good
data,low,low,4,4,med,high,vgood
data,low,low,4,4,big,low,unacc
data,low,low,4,4,big,med,good
data,low,low,4,4,big,high,vgood
data,low,low,4,more,small,low,unacc
data,low,low,4,more,small,med,acc
data,low,low,4,more,small,high,good
data,low,low,4,more,med,low,unacc
data,low,low,4,more,med,med,good
data,low,low,4,more,med,high,vgood
data,low,low,4,more,big,low,unacc
data,low,low,4,more,big,med,good
data,low,low,4,more,big,high,vgood
data,low,low,5more,2,small,low,unacc
data,low,low,5more,2,small,med,unacc
data,low,low,5more,2,small,high,unacc
data,low,low,5more,2,med,low,unacc
data,low,low,5more,2,med,med,unacc
data,low,low,5more,2,med,high,unacc
data,low,low,5more,2,big,low,unacc
data,low,low,5more,2,big,med,unacc
data,low,low,5more,2,big,high,unacc
data,low,low,5more,4,small,low,unacc
data,low,low,5more,4,small,med,acc
data,low,low,5more,4,small,high,good
data,low,low,5more,4,med,low,unacc
data,low,low,5more,4,med,med,good
data,low,low,5more,4,med,high,vgood
data,low,low,5more,4,big,low,unacc
data,low,low,5more,4,big,med,good
data,low,low,5more,4,big,high,vgood
data,low,low,5more,more,small,low,unacc
data,low,low,5more,more,small,med,acc
data,low,low,5more,more,small,high,good
data,low,low,5more,more,med,low,unacc
data,low,low,5more,more,med,med,good
data,low,low,5more,more,med,high,vgood
data,low,low,5more,more,big,low,unacc
data,low,low,5more,more,big,med,good
data,low,low,5more,more,big,high,vgood
